date-time,author,message
2021-02-14 18:42:40,Horror Slash Comedy Show,sldtva _93 Marlboro A1. 
2021-02-14 18:42:57,Sigment,where does that verse mention of return...u drew conclusion einstein
2021-02-14 18:43:04,BuTtoN eYeS,You need Alka-Seltzer👀..!!
2021-02-14 18:43:05,emad zak,U READ IT RIGHT?
2021-02-14 18:43:08,Alberto Bernal,CHRISTIANITY IS A RELATIONSHIP WITH ALLAH AND ISLAM ☪ IS A WORK AND FAITH TO THE SALVATION OF ALLAH.... TWO DIFFERENT THINGS.... YOU CHOOSE....
2021-02-14 18:43:14,Rajesh Upadhyay,:thanksdoc:FAMOUS LAWYER OF DIVORCE==== SUSHMA SWARAJ DIED death due to kidney failure
2021-02-14 18:43:36,inas,horror you should give as where you read that Jesus has only 23 DNA 😆
2021-02-14 18:43:38,whistleblower gay biological man being feminine,hug broly
2021-02-14 18:43:48,Sigment,emad zak. does that verse states these word-----------> I will return<----------?????
2021-02-14 18:43:50,delritmo la clave,assad pro PUTIN
2021-02-14 18:43:53,Rajesh Upadhyay,😅😅😅😅SUSHMA SWARAJ KIDNEYS FAILED IN ADVANI PRESENCE
2021-02-14 18:43:56,greg william,"they pretend to forgive the U.S. for invading Iraq....they are plotting on U.S.'s fall,,,following Iranian rhetoric,.,Iran stretches to Mali even into South America...if Iran gets to Mexico its troubl"
2021-02-14 18:44:12,inas,reference reference reference so interesting this story of 23 dna
2021-02-14 18:44:14,Habib Wazir,hug broly .. why r u writing it always..say something new
2021-02-14 18:44:24,Horror Slash Comedy Show,"sldtva _93 Disconnect from internet. Play scrabble, music instrument. "
2021-02-14 18:44:25,emad zak,I WIL RETURN LOL
2021-02-14 18:44:37,Rajesh Upadhyay,:thanksdoc::dothefive:old age means kidney failures in politians and lawyers and doctors tooooo
2021-02-14 18:44:44,Sigment,emad zak. is it mentioned?
2021-02-14 18:44:48,Seyfedin Seid,Soriya Soriya.............wh
2021-02-14 18:44:50,whistleblower gay biological man being feminine,"duncan yourmate you said that religions mean everything , and that the issue that i see , bc everything could mean criminal activity , terorism , rape , sexual abuse"
2021-02-14 18:45:03,inas,hey horror do you hear me?
2021-02-14 18:45:04,carbikenetwork,Matthew 7:15-23 - say something about mohammed 
2021-02-14 18:45:09,emad zak,LOL
2021-02-14 18:45:25,Rajesh Upadhyay,i am not a rapeist to any female ever........ok:buffering:
2021-02-14 18:45:29,The Holy Magic Mirror Order,gm infowarriors
2021-02-14 18:45:39,Sigment,ok keep laughing
2021-02-14 18:45:44,emad zak,ITS ALREADY SPEAKING OF EVENTS ON HIS RETURN U BIMBO
2021-02-14 18:45:44,Horror Slash Comedy Show,"inas I think a day of your research, you will find your answer. Look it up. "
2021-02-14 18:45:47,Sigment,you no answer any way
2021-02-14 18:45:55,emad zak,WAT A FO9OL
2021-02-14 18:45:59,emad zak,UR A FOOL
2021-02-14 18:46:09,emad zak,WATS UR BELIEVE OH ITS A SECRET
2021-02-14 18:46:12,Habib Wazir,pls.. Don't mension religion. all the religion present are respected to the people related with his own religion
2021-02-14 18:46:13,emad zak,LOL
2021-02-14 18:46:16,Sigment,noooooooo
2021-02-14 18:46:17,emad zak,LOOL
2021-02-14 18:46:21,greg william,"Trump did see the B.s. Tru mp killed Iranian general because He knew his movement...but Wars are dangerous...why Christ said Turn the other cheek,,,Love your enemies,,,THe Bible or death"
2021-02-14 18:46:26,emad zak,LOST DNA
2021-02-14 18:46:26,inas,horror more simple if you give the reference font you thi k
2021-02-14 18:46:32,emad zak,WASTE MATERIAL
2021-02-14 18:46:38,The Holy Magic Mirror Order,in other words.. don't connect with folks to dicuss isis symmetrical math
2021-02-14 18:46:40,Sigment,u asume its speaking of events after return.
2021-02-14 18:47:04,Habib Wazir,God may get ride all people from covid-19
2021-02-14 18:47:05,Sigment,its not lost dna. u say it can't be otherwise 
2021-02-14 18:47:15,emad zak,IT IS AM NOT STUPID ITS A PROPHECY TO COME 
2021-02-14 18:47:21,whistleblower gay biological man being feminine,isis was created by believers in god
2021-02-14 18:47:21,Kevin Horaley,Be a Tool not a Fool make a difference
2021-02-14 18:47:24,Sigment,you should say it points to return....will you say this
2021-02-14 18:47:26,Rajesh Upadhyay,:yt::thanksdoc:doctors tooo die death due to kidney failure......ok
2021-02-14 18:47:35,inas,so how many dna has had Adam? horror
2021-02-14 18:47:38,BuTtoN eYeS,no one will notice any way so.....👀
2021-02-14 18:47:49,Arun Arun,:thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc:🙏Help me God s family 👍🙏
2021-02-14 18:47:50,Horror Slash Comedy Show,inas A long time ago I read this. I found it so can you. 
2021-02-14 18:47:53,emad zak,WHO ARE U?
2021-02-14 18:47:59,inas,cuz no mom and no dad 😆
2021-02-14 18:48:01,emad zak,LOL
2021-02-14 18:48:07,carbikenetwork,"Matthew 7:15-23 talk about Mohammed - “watch out for false prophets. They come to you in sheep’s clothing, but inwardly they are ferocious wolves. 16 By their fruit you will recognize them ...''"
2021-02-14 18:48:10,Sigment,i am human dude
2021-02-14 18:48:27,Sigment,you have no answer....you think some verse points to 'return'....
2021-02-14 18:48:33,Sigment,isn't it so?
2021-02-14 18:48:40,The Holy Magic Mirror Order,I'm the slave of the Magic Mirror
2021-02-14 18:48:48,emad zak,I KNOW WAT YOU WILL SAY EVENTUALLY MAYBE THIS OR MAYBE THAT LIKE A DONKEY 
2021-02-14 18:48:51,Rafiq Chaudery,Jesus Tomb in India Kashmir Mahala Khanyar
2021-02-14 18:48:55,Jonzy 87,is africa doing an ethnic cleansing of Ethiopians
2021-02-14 18:48:59,emad zak,LOL
2021-02-14 18:49:02,BuTtoN eYeS,"all of his believers will call him ""fake"" any way so..👀"
2021-02-14 18:49:04,whistleblower gay biological man being feminine,i am not a tool 
2021-02-14 18:49:09,inas,@Horror I will tell you no scientific biologists who have dome respect for himself will say that
2021-02-14 18:49:12,Cryptameria•,"Hi Magic, good to see you. "
2021-02-14 18:49:13,Sigment,any way take your time........
2021-02-14 18:49:17,whistleblower gay biological man being feminine,"isis was created by believers in god , so god idea has created bad hateful , criminal behaviour"
2021-02-14 18:49:18,7 7,blessings 🖐🏽
2021-02-14 18:49:25,MD salahuddin,Love from Bangladesh
2021-02-14 18:49:34,MD salahuddin,Love from Bangladesh
2021-02-14 18:49:35,The Holy Magic Mirror Order,we don't follow broken mirror clown messiahs.... do we?
2021-02-14 18:49:36,Cryptameria•,may all your music be symetrical 
2021-02-14 18:49:36,MD salahuddin,Love from Bangladesh
2021-02-14 18:49:50,MD salahuddin,Love from Bangladesh
2021-02-14 18:50:12,The Holy Magic Mirror Order,thanks Crpt
2021-02-14 18:50:13,Ack Jass,love to Bangladesh 
2021-02-14 18:50:14,Rafiq Chaudery,Love for All hated for None
2021-02-14 18:50:17,Weather Happens,:elbowcough::washhands:🥓🥓
2021-02-14 18:50:18,sldtva _93,i slept a whole day
2021-02-14 18:50:21,greg william,what if a 10.0 earthquake happens?
2021-02-14 18:50:25,sldtva _93,i feel like total trash
2021-02-14 18:50:31,BuTtoN eYeS,"all of his believers will hang him again as a ""fake"" so....👀"
2021-02-14 18:50:32,MurderMan,hi
2021-02-14 18:50:36,sldtva _93,coffee helps
2021-02-14 18:50:39,whistleblower gay biological man being feminine,"isis was created by believers in god , so god idea has created bad hateful , criminal behaviour"
2021-02-14 18:50:48,sldtva _93,i feel horrible
2021-02-14 18:51:04,Sigment,people who live in cottages will have minimal damage from 10.0 earthquack
2021-02-14 18:51:12,Angel Sarvida,for whatever happens just Pray to GOD..
2021-02-14 18:51:22,Weather Happens,I feel great
2021-02-14 18:51:23,Sigment,better live in cottages made of banana trees
2021-02-14 18:51:23,The Holy Magic Mirror Order,ISIS was vilified to hoard Masonic private school mathematics
2021-02-14 18:51:26,MurderMan,isis was created by USA 
2021-02-14 18:51:34,whistleblower gay biological man being feminine,"sldtva _93 if the body say sleep all day i s fine , the body needed sleep and relaxation"
2021-02-14 18:51:36,The Holy Magic Mirror Order,and therefore music
2021-02-14 18:51:41,Cryptameria•,I don't know if my apartment could handle a 10
2021-02-14 18:51:47,greg william,sure it will happen when we least expect it
2021-02-14 18:51:58,duncan yourmate,bb l 
2021-02-14 18:51:59,emad zak,LOL
2021-02-14 18:52:00,emad zak,LOL
2021-02-14 18:52:01,Weather Happens,America was created by ISIS
2021-02-14 18:52:04,greg william,a thief in the night
2021-02-14 18:52:09,whistleblower gay biological man being feminine,automation tech is cute
2021-02-14 18:52:10,Sigment,we had earthquack two days ago. my leggs started shaking
2021-02-14 18:52:18,Alberto Bernal,@SIGMENT IN THE GOSPEL OF MATTHEW IT SPEAKS OF HIS RETURN.....
2021-02-14 18:52:20,Rafiq Chaudery,Messiah has Come
2021-02-14 18:52:22,Sigment,but stood there like a rock
2021-02-14 18:52:25,The Holy Magic Mirror Order,I made all the lies go away.
2021-02-14 18:52:40,Cryptameria•,anything under a 6 I don't notice
2021-02-14 18:52:44,MurderMan,america is around for about a couple of hundred years
2021-02-14 18:52:48,Ack Jass,@sldtva _93 the longer i sleep the better i feel . i didn't sleep well at all last night . have uti . feel better now . i think i go back to sleep now during daytime here in usa 
2021-02-14 18:52:53,Cryptameria•,like a big truck driving by
2021-02-14 18:53:02,MurderMan,i think may be it was created by satan
2021-02-14 18:53:12,Weather Happens,My Dixie Wrecked
2021-02-14 18:53:16,Alberto Bernal,HES COMING LIKE A THIEF IN THE NIGHT....
2021-02-14 18:53:19,Sigment,#Alberto Bernal . was that gospel written during jesus time on earth or after his departure?
2021-02-14 18:53:23,Rafiq Chaudery,Love for All hated for None
2021-02-14 18:53:45,Kevin Horaley,"blah, blah, blah.. EarthQuake? My girlfriends legs shook last night! :goodvibes:"
2021-02-14 18:53:52,i am F stop,massons na 🍫islam
2021-02-14 18:54:04,i am F stop,yes✝️ pases
2021-02-14 18:54:06,greg william,"the people in the Bible who worshipped Baal...Baal worship is actually the study of weather and other BS,,,look it up"
2021-02-14 18:54:21,sldtva _93,need breakfast
2021-02-14 18:54:21,whistleblower gay biological man being feminine,"MurderMan if you dont know then dont say that maybe satan did it , that sound like abusive behaviour coming from you , if you dont know then you dont know , accept not knowing"
2021-02-14 18:54:27,Weather Happens,weather happens
2021-02-14 18:54:51,greg william,man made weather patterns
2021-02-14 18:54:59,Seyfedin Seid,Increadabo
2021-02-14 18:55:02,Sigment,#Alberto Bernal . U didn't answer me
2021-02-14 18:55:06,Ack Jass,worship = warship 
2021-02-14 18:55:07,Horror Slash Comedy Show,"inas Don't believe, your choice, Research. Learn something. I would start at the place of the skull, Golgotha, where was crucified, where his blood dripped onto the Ark of the covenant. "
2021-02-14 18:55:10,MurderMan,"@Rafiq Chaudery qadiyani wrote that in winter time he used to go to toilet for at least 70 times to pee,and 270 times over all,and in summer time 100 times to pee and 300 overall,how did he do that ?"
2021-02-14 18:55:12,Rafiq Chaudery,Promised Messiah has Come Hazart M
2021-02-14 18:55:14,sam ham,يا سلام التطبيع على احلى اشكاله الفلسطيينين بيطالبوا اسرائيل بتطعيمهم ؟🤠
2021-02-14 18:55:32,whistleblower gay biological man being feminine,"whorship and war is the same , true"
2021-02-14 18:55:36,greg william,"even the tornadoes are looking artificial, they used to happen more frequently years ago,,,now Im seeing tornadoes in countries you dont usually see "
2021-02-14 18:55:39,Rajesh Upadhyay,:thanksdoc::thanksdoc:CAN SANDHYA PANDEY remain ALIVE ???? FOR 6 MONTHS also now ? kidney failure knocking SANDHYA PANDEY TO DEATH:oops::oops::oops::oops:
2021-02-14 18:55:48,emad zak,CAN U ANSWWER ALBERTO
2021-02-14 18:55:49,Seyfedin Seid,i donit like him
2021-02-14 18:56:46,Seyfedin Seid,Vannishing man
2021-02-14 18:56:47,whistleblower gay biological man being feminine,automation tech is cute
2021-02-14 18:56:59,emad zak,I CAN
2021-02-14 18:57:13,Sigment,give then answer
2021-02-14 18:57:19,greg william,"2024,,,,going to be crazy"
2021-02-14 18:57:19,inas,Horror that mean they have his skull but it s not true so no no ones can say how many dna ! and if you say he is God he could not have any dna lol
2021-02-14 18:57:25,i am F stop,🧟is bad🧟no bad🧟is bad🧟no bad🧟ia bad 🧟no bad🧟is bad🧟no bad🧟
2021-02-14 18:57:35,Sigment,you failed in ur department but any way give answer. emad zak
2021-02-14 18:57:37,emad zak,OK
2021-02-14 18:57:41,MurderMan,@Sigment what religion do you follow ?
2021-02-14 18:57:43,Sigment,ok
2021-02-14 18:57:49,Kevin Horaley,:elbowbump: Outta...
2021-02-14 18:57:49,Sigment,create suspense 
2021-02-14 18:57:53,inas,23 not necessary at all to say he is God @Horror
2021-02-14 18:58:02,i am F stop,✝️:socialdist:☪️
2021-02-14 18:58:09,Sigment,#MurderMan . Its private
2021-02-14 18:58:22,Rafiq Chaudery,Messiah has Come
2021-02-14 18:58:52,greg william,"greg william wants a State Department job,,,at the US Embassy in Baghdad"
2021-02-14 18:58:52,Jonzy 87,Power to the people not goverments
2021-02-14 18:59:00,Sigment,emad zak. avoid writing a paragraph...just jist of the whole answer...try at least
2021-02-14 18:59:07,Alberto Bernal,☪ 💘 ✝= FRIENDSHIPS
2021-02-14 18:59:10,emad zak,LOL
2021-02-14 18:59:17,whistleblower gay biological man being feminine,"someone said : god judge someone harshly , and is about death threatning people who refuse to have a belief and who refuse god"
2021-02-14 18:59:19,inas,23 or 46 is exactly the same and no proof at all @Horror
2021-02-14 18:59:24,MurderMan,"@Sigment must be very embarrassing for you to reveal, but it's ok you can tell me lets discuss your faith "
2021-02-14 18:59:25,michael Opoku,hi guys we need accept Jesus christ us our personal saviour
2021-02-14 18:59:45,emad zak,THE CROSS IS SATANIC
2021-02-14 18:59:49,Sigment,murderman. why?
2021-02-14 18:59:55,whistleblower gay biological man being feminine,god is real like any lie told to humanity
2021-02-14 19:00:00,traveling India,:goodvibes:
2021-02-14 19:00:20,Rafiq Chaudery,Hazart Mirza Masroor Ahmad Khalifatul Messiah the V Man of peace in the world
2021-02-14 19:00:26,Rajesh Upadhyay,:thanksdoc:NAWAL OJHA + LALLU YADAV KIDNEY WORKING ONLY 10%
2021-02-14 19:00:31,Jonzy 87,half a moon is satanic
2021-02-14 19:00:42,MurderMan,@Sigment you will know why after we discuss 
2021-02-14 19:00:46,michael Opoku,you need accept Jesus christ
2021-02-14 19:00:47,Fun in Lockdown,.
2021-02-14 19:00:56,Rajesh Upadhyay,:thanksdoc:SONIA GANDHI KIDNEY WORKING 17%
2021-02-14 19:01:01,Sigment,na na. i m not fool
2021-02-14 19:01:02,Joey Smallwood,im just here on AJ chat trying to solve the world's issues. I plan to discuss theology 
2021-02-14 19:01:06,Sigment,its private
2021-02-14 19:01:08,MurderMan,"@Rafiq Chaudery qadiyani wrote that in winter time he used to go to toilet for at least 70 times to pee,and 270 times over all,and in summer time 100 times to pee and 300 overall,how did he do that?"
2021-02-14 19:01:11,BuTtoN eYeS,...omg...👀..!!...whatever👀..!!
2021-02-14 19:01:21,Ngamiki,wine tating is old ..D2O tasting is new thing
2021-02-14 19:01:21,Lion 211777,INNOCENT
2021-02-14 19:01:26,Lion 211777,Aha
2021-02-14 19:01:31,inas,@Joey 😆
2021-02-14 19:01:36,Filmi Raaj,Today is black day Indian CRPF soldiers we lost our 40 soldiers 🇮🇳🙏🙏🙏🙏
2021-02-14 19:01:39,Rafiq Chaudery,Jesus Tomb in India Kashmir Mahala Khanyar
2021-02-14 19:01:53,The Holy Magic Mirror Order,no more fake teachers
2021-02-14 19:01:53,emad zak,LOL
2021-02-14 19:01:57,Horror Slash Comedy Show,"inas Jesus was crucified where King David slayed Goliath, Goliath the giant he was buried there. The reason it called the place of the skull. "
2021-02-14 19:02:06,Lion 211777,Omg I'm Not Bothering Y'all Don't Start None Won't Be None...
2021-02-14 19:02:11,The Holy Magic Mirror Order,Sol ISIS La in the Magic Mirror
2021-02-14 19:02:16,tap dance,43 trumpers?
2021-02-14 19:02:24,Sigment,emad zak. you didn't give answer...you said you would....but jist only ....avoid paragraphs
2021-02-14 19:02:35,Filmi Raaj,rajesh lalu yadav 👌😂😂
2021-02-14 19:02:37,duncan yourmate,same here Lion 
2021-02-14 19:02:37,MurderMan,@Rafiq Chaudery can you imagine the body condition someone would be in if he had to pee 200 times a day ?
2021-02-14 19:02:40,inas,@Joey i have a horrible headache otherwise I 'll be glad to contribute in solving the wotld s issues with you
2021-02-14 19:02:48,traveling India,:yougotthis:
2021-02-14 19:02:57,Lion 211777,Fish💘
2021-02-14 19:03:08,inas,@Horror no skull of jedus
2021-02-14 19:03:14,Cryptameria•,The States is so screwed
2021-02-14 19:03:20,tap dance,who we r?
2021-02-14 19:03:29,Alberto Bernal,@EMAD ZAK THE UPSIDE DOWN CROSS IS SATANIC.... GET IT RITE BRO...
2021-02-14 19:03:30,inas,@Horror no skull of jedus I the Vatican 😆
2021-02-14 19:03:35,Sigment,human
2021-02-14 19:03:38,Albert Johnston,"Hey, great. A trial with no witnesses is a farce. Definitely not democracy. "
2021-02-14 19:03:42,Sanjay Barman,trump is great
2021-02-14 19:03:48,Filmi Raaj,i am from India Rajasthan lake city
2021-02-14 19:03:59,duncan yourmate,problems to be solved 
2021-02-14 19:04:29,Amit Raj Dev,England Vs India
2021-02-14 19:04:35,duncan yourmate,1st amendment gets him off 
2021-02-14 19:04:55,Filmi Raaj,Today match india will win
2021-02-14 19:04:55,Dom Shelley,impeach Biden
2021-02-14 19:04:58,inas,@Horror pope should not hide such information from the wotld if pope have Jesus skull he would be glad to share the information 😆
2021-02-14 19:05:02,greg william,moment of silence for the retired Air Force (female) cadet who was shot in the Capitol building....Witchhunt? Or Christian hunt? she maybe wanted to be Rasta
2021-02-14 19:05:05,Filmi Raaj,Today match india will win
2021-02-14 19:05:40,Horror Slash Comedy Show,inas I don't mix with swine. bye. 
2021-02-14 19:06:00,duncan yourmate,cricket baseball on valium 
2021-02-14 19:06:15,Dom Shelley,"then Pelosi runs away, whose the coward"
2021-02-14 19:06:19,BuTtoN eYeS,America's reality show continues👀..!!
2021-02-14 19:06:24,MurderMan,@Rafiq Chaudery Mirza Ghulam Qadiyani died on his shyt he was obsessed with shyt
2021-02-14 19:06:25,whistleblower gay biological man being feminine,in congo anti bullyng law must be signed\
2021-02-14 19:06:30,Vutral,impeach biden
2021-02-14 19:06:49,Albert Johnston,Now that the sham trial is over I definitely want Trump to run again. If we really want a dictator then it will be on the hands of the voters. 
2021-02-14 19:06:51,Alberto Bernal,WE MIGHT BE ALIVE IN THE SPIRIT BUT WE MIGHT BE ASLEEP OR AWAKE IN THE SPIRIT....
2021-02-14 19:06:59,Ack Jass,impeach everything 
2021-02-14 19:07:00,Filmi Raaj,Truh
2021-02-14 19:07:03,Dom Shelley,impeach Pelosi
2021-02-14 19:07:05,inas,@ Horror ok bye ☺
2021-02-14 19:07:11,BuTtoN eYeS,"""That's Entertainment""...👀..!!"
2021-02-14 19:07:20,duncan yourmate,"unfortunatley , government is not , reality tv "
2021-02-14 19:07:26,Fazal Ahmad,Political victimisation 
2021-02-14 19:07:48,Dom Shelley,"Trump 2024,,, Independent"
2021-02-14 19:07:52,whistleblower gay biological man being feminine,"BuTtoN eYeS no , is not entertainment , is bad criminal behaviour"
2021-02-14 19:07:54,greg william,"non profits organizations giving relief to (people in) nations like Congo, coming soon....Non-profit named CUTC====Clean Up The Country coming soon...founded by greg william"
2021-02-14 19:07:59,Ack Jass,this doesn't leave trump off the hook . by 2022 he'll be in prison 
2021-02-14 19:08:06,Alberto Bernal,I WOULD RATHER BE AWAKE IN SPIRIT IN CHRIST JESUS....
2021-02-14 19:08:19,Cryptameria•,Trump 2024=sanctions for being a terrorist nation
2021-02-14 19:08:25,Lion 211777,They Work For The Government And Police .... Can't Tell Those Sale Outs That It's Reality To Them It's All They Know..
2021-02-14 19:08:32,BuTtoN eYeS,There you go👀..!!..your Trump Jesus has risen from the dead👀..!!
2021-02-14 19:08:33,duncan yourmate,"split the consevatives , stay outta power decades "
2021-02-14 19:08:38,Cryptameria•,the world doesn't think America is cool anymore
2021-02-14 19:08:45,Horror Slash Comedy Show,"inas You need to go back and read closely what i said. What your answer was is a lie, i didn't say that. Go back read closely. "
2021-02-14 19:08:48,Cryptameria•,you pretty much are a joke
2021-02-14 19:09:01,Dom Shelley,Independent Trump 2024
2021-02-14 19:09:27,Ack Jass,"@duncan yourmate true , it will be a good thing "
2021-02-14 19:09:30,emad zak,SOME BALOONS
2021-02-14 19:09:36,duncan yourmate,cryogenic trump 2024 
2021-02-14 19:09:49,Alberto Bernal,DEATH MEANS THE END OF THE EXISTENCE OF FLESH... BUT YOUR SPIRIT LIVES ON... AND TGATS WHERE WE BEE
2021-02-14 19:09:50,greg william,poverty breeds violence
2021-02-14 19:09:58,Cryptameria•,Trump won't make it to 2024. 
2021-02-14 19:10:00,Alberto Bernal,we need jesus Christ
2021-02-14 19:10:25,duncan yourmate,"alberto you do , "
2021-02-14 19:10:26,Zaheer Mian,Tinnu Anand is Mujahid who only capable for J&K
2021-02-14 19:10:33,Sigment,#Alberto Bernal . You already had once.
2021-02-14 19:10:45,Alberto Bernal,WE ALL NEED JESUS CHRIST....
2021-02-14 19:10:51,tap dance,these burmese military generals should be tried in ICC for rohinga massacre
2021-02-14 19:10:58,greg william,something Shaky is going on behind the scenes...in the Rep. Party.....
2021-02-14 19:11:21,duncan yourmate,alberto he's terrible with being on time 
2021-02-14 19:11:37,inas,you right @Horror but before you said that the know from the skull and it s legitimate to think that it s the skull of jedus not the dkull of goliath and I font see why you mixing the 2 stories?
2021-02-14 19:11:40,Zaheer Mian,Mujahideens of Pakistan are hero in world
2021-02-14 19:11:40,duncan yourmate,greg i agree 
2021-02-14 19:11:45,Habib Khan,Bangladesh ar 2 part caming date....plz
2021-02-14 19:11:45,Alberto Bernal,@SIGMENT WHAT DO YOU MEAN???
2021-02-14 19:11:56,Rafiq Chaudery,it was prophesy that promissed messiah will be wraped in 2 yellow sheets which means that he will suffer with 2 deasese that prophesy was fullfilled and shows his truthfullness that he is from God
2021-02-14 19:12:11,Alberto Bernal,@DUNCAN YOURMATE WHAT DO YOU MEAN???
2021-02-14 19:12:13,tap dance,"Alberto, he is currently trapped in Gaza right now."
2021-02-14 19:12:29,Sigment,#Alberto Bernal . As you he did come in time. You refused
2021-02-14 19:12:32,inas,besides I font think that even they can found goliath skull @Horror don't be do innocent
2021-02-14 19:12:36,whistleblower gay biological man being feminine,"Rafiq Chaudery god idea is scam , that book is a lie "
2021-02-14 19:12:39,Sigment,As you know 
2021-02-14 19:12:42,MurderMan,"@Rafiq Chaudery qadiyani wrote that in winter time he used to go to toilet for at least 70 times to pee,and 270 times over all,and in summer time 100 times to pee and 300 overall,how did he do that?"
2021-02-14 19:12:57,sasinofus,lots of bad news-agencies only focus their newstelling only the result of the vote senate and not enough on what has been said afterwards by the senate members
2021-02-14 19:12:58,duncan yourmate,"2000 yrs late , please keep your god to you , "
2021-02-14 19:13:01,Zaheer Mian,Ajmal Qasab and Tinnu Anand challege to get Kashmir
2021-02-14 19:13:02,Alberto Bernal,JESUS THE MESSIAH IS ALWAYS ON TIME....
2021-02-14 19:13:13,Dom Shelley,"Ebola is normal there,, why pandemic now"
2021-02-14 19:13:23,MurderMan,truth does not h an expiration date 
2021-02-14 19:13:25,Sigment,Why trouble him again and again? Didn't he say all to you.
2021-02-14 19:13:30,Ack Jass,"@greg william true . and its because of wealth disparity, most of nations worth controlled by 1% . must make laws to make them pay good wages and more taxes. then poor whatever color be peaceful "
2021-02-14 19:13:32,MurderMan,does not hv*
2021-02-14 19:13:47,carbikenetwork,i like people - as long as they agree with me
2021-02-14 19:13:48,Zaheer Mian,Ajmal Qasab and Tinna Anand arw challenge to get Jammu and Kashmir
2021-02-14 19:13:51,Rafiq Chaudery,Messiah has Come
2021-02-14 19:13:54,Sigment,Do you love people or turn other cheek?
2021-02-14 19:14:03,greg william,is that why those people did that to the Capitol?
2021-02-14 19:14:09,carbikenetwork,god will punish you if you disagree with me
2021-02-14 19:14:14,Sigment,If no...then 2nd arrival will do no magic
2021-02-14 19:14:28,sldtva _93,....lol
2021-02-14 19:14:32,sldtva _93,wooowww
2021-02-14 19:14:45,carbikenetwork,i know what i'm doing - god stand behind me
2021-02-14 19:14:47,greg william,they should had Stormed the Russian Embassy
2021-02-14 19:14:48,Sigment,you will arrest under some human rights law
2021-02-14 19:14:49,MurderMan,God is not something to play with
2021-02-14 19:14:52,Sigment,its possible
2021-02-14 19:14:56,Zaheer Mian,Ajmal Qasab and Tinnu Anand are challenge to get Jammu and Kashmir
2021-02-14 19:14:56,soumik patra হৃদয়,ola hu Uber
2021-02-14 19:14:58,Rafiq Chaudery,Messiah has Come
2021-02-14 19:15:03,carbikenetwork, if you believe what I say - you'll be in paradise
2021-02-14 19:15:18,BuTtoN eYeS,paying attention helps a little sometimes greg👀..!!
2021-02-14 19:15:24,Rafiq Chaudery,Love for All hated for None
2021-02-14 19:15:30,Jonzy 87,Allha u uber lol
2021-02-14 19:15:41,sldtva _93,what if they do storm the Russian embassy
2021-02-14 19:15:46,Jonzy 87,or mu ham hard
2021-02-14 19:15:47,Ack Jass,"@carbikenetwork lol . true story, long time ago saw an ad where guy would pay 20 dollars an hour to anyone who would keep agreeing with him when they met "
2021-02-14 19:15:54,sldtva _93,that would not be very surprising
2021-02-14 19:16:02,carbikenetwork,"I have the word of God, and you must obey me and make donations to my bank account - then you will be in paradise"
2021-02-14 19:16:16,greg william,"learned about lights,,,these lights be messing with our health"
2021-02-14 19:16:24,whistleblower gay biological man being feminine,corrupt senators
2021-02-14 19:16:26,Zaheer Mian,Sar zameen e Pakistan.Long live Tinnu Anand
2021-02-14 19:16:27,Rafiq Chaudery,Hazart Mirza Masroor Ahmad Khalifatul Messiah the V Man of peace in the world
2021-02-14 19:16:32,abcfriday,Buy BTC
2021-02-14 19:16:32,sldtva _93,its just very pointless cuz there is probably nothing particularly useful there exactly for that reason
2021-02-14 19:16:44,carbikenetwork,if you obey me - and make huge donations to my bank account - you will be sooner in paradise of joy
2021-02-14 19:16:51,duncan yourmate,"tithe tax free , abuse children at whim "
2021-02-14 19:17:09,BuTtoN eYeS,🤣...holy s**t...👀..!!
2021-02-14 19:17:14,whistleblower gay biological man being feminine,congo need anti bullyng law
2021-02-14 19:17:20,Ack Jass,carbikenetwork lol 
2021-02-14 19:17:28,carbikenetwork,as soon as the coin in the coffer rings - the gates of paradise open and the 72 virgins are yours
2021-02-14 19:17:38,Sufaid shah,"hi,,"
2021-02-14 19:17:41,Rafiq Chaudery,Hazart Mirza Masroor Ahmad Khalifatul Messiah the V Man of peace in the world
2021-02-14 19:17:47,Lion 211777,History And Destiny Right Now... There Is No Escaping It... YOU HEARD THE MAN... NOW STOP IT 🤣
2021-02-14 19:17:59,BuTtoN eYeS,"""lights"".....👀..!!....🤣"
2021-02-14 19:17:59,carbikenetwork,donate now 
2021-02-14 19:18:01,Cryptameria•,I don't agree with tithe. After the Swaggarts it is disgusting begging. they are awful. 
2021-02-14 19:18:02,Amartya Buragohain,stupid
2021-02-14 19:18:09,duncan yourmate,"72 virgins , for lousy lovemaker "
2021-02-14 19:18:10,whistleblower gay biological man being feminine,congo to add anti bullyng law 
2021-02-14 19:18:11,abcfriday,"Buy Bitcoin now, free yourself for everrr"
2021-02-14 19:18:15,Amartya Buragohain,ya
2021-02-14 19:18:18,Rafiq Chaudery,Messiah has Come
2021-02-14 19:18:33,Kerim Kaplan,🇬🇧🇺🇸🇪🇺❌❌❌
2021-02-14 19:18:35,Ack Jass,@carbikenetwork no deal . only deal if i get 87 virgins 
2021-02-14 19:18:38,duncan yourmate,on who
2021-02-14 19:18:40,Rafiq Chaudery,Love for All hated for None
2021-02-14 19:18:43,Cryptameria•,If you have a relationship with Jesus why give them money
